#depth	age	sigma_age	air_age	sigma_air_age	deporate	sigma_deporate	thinning	sigma_thinning	LID	sigma_LID	delta_depth	sigma_delta_depth	deporate_model	sigma_deporate_model	thinning_model	sigma_thinning_model	LID_model	sigma_LID_model	icelayerthick	sigma_icelayerthick	airlayerthick	sigma_airlayerthick
3.610000000000000000e+02	1.830558804914498978e+03	1.581249475542420846e-01	1.571375696696776004e+03	7.231691962441200872e+01	1.878787557892647730e-01	4.448822371827372557e-03	8.678758459623187038e-01	1.965496926059943222e-02	7.134685714285710390e+01	1.875615080593127004e+01	4.379402120673927357e+01	1.165847722916760709e+01	1.882710000000002992e-01	1.499999999999996336e-01	8.653999999999999471e-01	2.957339698053250421e-02	7.134685714285710390e+01	2.815188781837790200e-01	1.630554341189560386e-01	6.268452842555340479e-04	1.496777221115778711e-01	0.000000000000000000e+00
3.620000000000000000e+02	1.836691688527997258e+03	1.541691029877355346e-01	1.578056717665645010e+03	7.301374787001557820e+01	2.047905344352456136e-01	4.823237470699917595e-03	8.674179325534417950e-01	1.949737959782293917e-02	7.131600000000000250e+01	1.876070674164461849e+01	4.375550606703319545e+01	1.165659370259356997e+01	2.052159999999929596e-01	1.499999999999996336e-01	8.649999999999999911e-01	2.960429590945381703e-02	7.131600000000000250e+01	2.816392154431380801e-01	1.776389819863351816e-01	6.855816859250570905e-04	1.649913283342750170e-01	0.000000000000000000e+00
3.630000000000000000e+02	1.842321083544891280e+03	1.530750732284944515e-01	1.584117642261475794e+03	6.059425250656681072e+01	2.064754700507075158e-01	4.809145525938831461e-03	8.669600753610674504e-01	1.935050276285987109e-02	7.128571428571430602e+01	1.876740422257438112e+01	4.371724360655690589e+01	1.165601455008260245e+01	2.069120000000026494e-01	1.499999999999996614e-01	8.646000000000000352e-01	2.963519483837512986e-02	7.128571428571430602e+01	2.817496673227540271e-01	1.790059890753732119e-01	6.408841318378139798e-04	1.850527998456661660e-01	0.000000000000000000e+00
3.640000000000000000e+02	1.847907488810800714e+03	1.543218314367677813e-01	1.589521505379645305e+03	6.609618800503247371e+01	1.806170752957504400e-01	4.160032121342472668e-03	8.665022743797984317e-01	1.921454688086431800e-02	7.125614285714290475e+01	1.877624465207506077e+01	4.367932180092907402e+01	1.165673762522295398e+01	1.810059999999964475e-01	1.499999999999996614e-01	8.641999999999999682e-01	2.966609376729643921e-02	7.125614285714290475e+01	2.818592645398884655e-01	1.565051065355950732e-01	5.125349734827225291e-04	1.635402609565713983e-01	0.000000000000000000e+00
3.650000000000000000e+02	1.854297056679454045e+03	1.577867882727449489e-01	1.595636207619637162e+03	6.979970009832310041e+01	2.099308021980312855e-01	4.785325734520214612e-03	8.660445296042389440e-01	1.908970754762734021e-02	7.122757142857139456e+01	1.879047302418045362e+01	4.364191681871653827e+01	1.166076034037896036e+01	2.103910000000013270e-01	1.499999999999996891e-01	8.638000000000000123e-01	2.969699269621775203e-02	7.122757142857139456e+01	2.819846055537975626e-01	1.818094228390345346e-01	5.417549671490195931e-04	1.590026426999767151e-01	0.000000000000000000e+00
3.660000000000000000e+02	1.859797321651338052e+03	1.618270252808633458e-01	1.601925411264427566e+03	7.162575464742991471e+01	1.961936194768405251e-01	4.431300405765250389e-03	8.655868410289929704e-01	1.897616624560824819e-02	7.120000000000000284e+01	1.880913840729712305e+01	4.360502793982720959e+01	1.166749128073747421e+01	1.966309999999964475e-01	1.499999999999996891e-01	8.633999999999999453e-01	2.972789162513906486e-02	7.120000000000000284e+01	2.820924903086418634e-01	1.698226153130026894e-01	4.608047984441422792e-04	1.625980494370701246e-01	0.000000000000000000e+00
3.670000000000000000e+02	1.865685818882150897e+03	1.666305669135257350e-01	1.608075546542569555e+03	6.614337060940427193e+01	1.971828483338457227e-01	4.415220123299122730e-03	8.651292086486651600e-01	1.887408880020733162e-02	7.117371428571429703e+01	1.883061989190031937e+01	4.356883097361799173e+01	1.167592890602323763e+01	1.976300000000037471e-01	1.499999999999997169e-01	8.629999999999999893e-01	2.975879055406037768e-02	7.117371428571429703e+01	2.822079781873778059e-01	1.705886415381497045e-01	4.169464047176006487e-04	1.709373097441962974e-01	0.000000000000000000e+00
3.680000000000000000e+02	1.871547873887591322e+03	1.714301097853410116e-01	1.613925644461487764e+03	6.631136847898453368e+01	1.607875283793001875e-01	3.569430933443813302e-03	8.646716324578609392e-01	1.878362390248868377e-02	7.114885714285719587e+01	1.885457335424765546e+01	4.353341321318896462e+01	1.168585884643773554e+01	1.611589999999978318e-01	1.499999999999997169e-01	8.626000000000000334e-01	2.978968948298169050e-02	7.114885714285719587e+01	2.823229355443527822e-01	1.390284146425941336e-01	2.979816722918573351e-04	1.675604795932103264e-01	0.000000000000000000e+00
3.690000000000000000e+02	1.878740648131408534e+03	1.767719843209830943e-01	1.619893638838370180e+03	6.862789627674651172e+01	1.661843793447992657e-01	3.659671539948791165e-03	8.642141124511852901e-01	1.870490172509512924e-02	7.112542857142859987e+01	1.888279484036543820e+01	4.349877361489035366e+01	1.169838336100413123e+01	1.665760000000062746e-01	1.499999999999997446e-01	8.621999999999999664e-01	2.982058841190300333e-02	7.112542857142859987e+01	2.824639736346594709e-01	1.436188858987167971e-01	2.642370676887297412e-04	1.649012071903248611e-01	0.000000000000000000e+00
3.700000000000000000e+02	1.885703520693344672e+03	1.808821596920043295e-01	1.625957875826313057e+03	6.865209731683279415e+01	1.645507089890344554e-01	3.599925621579508263e-03	8.637566486232447494e-01	1.863803265785201127e-02	7.110357142857139934e+01	1.891509365093412853e+01	4.346499929193623757e+01	1.171338195331150978e+01	1.649460000000004811e-01	1.499999999999997446e-01	8.618000000000000105e-01	2.985148734082431615e-02	7.110357142857139934e+01	2.826004885137995415e-01	1.421317689249472216e-01	2.278644185277961184e-04	1.672952219439597932e-01	0.000000000000000000e+00
3.710000000000000000e+02	1.892739245412482205e+03	1.836426239088888579e-01	1.631935332853358204e+03	6.701150516920510825e+01	2.210830451813199926e-01	4.814502598800198679e-03	8.632992409686458535e-01	1.858310618847086246e-02	7.108328571428569376e+01	1.895031179229605200e+01	4.343208909258305539e+01	1.173013947522806255e+01	2.216229999999939082e-01	1.499999999999997724e-01	8.614000000000000545e-01	2.988238626974562898e-02	7.108328571428569376e+01	2.827283441791451635e-01	1.908608250960703856e-01	2.815583953165392184e-04	1.718152725564762173e-01	0.000000000000000000e+00
3.720000000000000000e+02	1.897978665285558009e+03	1.847024962646132418e-01	1.637755537222392377e+03	6.600553175507273806e+01	1.888946456623216419e-01	4.100160306361943889e-03	8.628418894819950280e-01	1.854018995181585389e-02	7.106442857142860703e+01	1.893309701573979709e+01	4.339995377972729784e+01	1.171464373919438096e+01	1.893630000000001701e-01	1.499999999999997724e-01	8.609999999999999876e-01	2.991328519866694180e-02	7.106442857142860703e+01	2.828230843904960268e-01	1.629862129763095524e-01	2.324497208319040100e-04	1.638807991875078918e-01	0.000000000000000000e+00
3.730000000000000000e+02	1.904114153568516940e+03	1.848287793489284958e-01	1.643857533337604309e+03	7.022404894536386166e+01	1.917958263896044346e-01	4.153175996366013402e-03	8.623845941579004748e-01	1.850932896840501093e-02	7.104742857142859691e+01	1.890405658088979379e+01	4.336885645678631818e+01	1.169187643566762702e+01	1.922789999999992006e-01	1.499999999999998002e-01	8.606000000000000316e-01	2.994418412758825462e-02	7.104742857142859691e+01	2.829340161162438583e-01	1.654017659021781717e-01	2.396059389631734562e-04	1.760600337758942424e-01	0.000000000000000000e+00
3.740000000000000000e+02	1.910160038233324030e+03	1.837451851179040252e-01	1.649537414106415781e+03	6.167171423412243314e+01	2.429114753596682275e-01	5.253914123402508851e-03	8.619273549909697296e-01	1.849054508924986850e-02	7.103185714285710617e+01	1.888102141539159007e+01	4.333853171593642628e+01	1.167279145514335248e+01	2.435320000000018581e-01	1.499999999999998002e-01	8.601999999999999647e-01	2.997508305650956745e-02	7.103185714285710617e+01	2.830433162892894150e-01	2.093720454537129627e-01	3.205554539569625523e-04	1.719064637571910692e-01	0.000000000000000000e+00
3.750000000000000000e+02	1.914936225034350855e+03	1.820882266516649362e-01	1.655354531032353179e+03	7.000044688100784640e+01	2.183350647621787044e-01	4.721098010717295068e-03	8.614701719758109943e-01	1.848383665990190397e-02	7.101785714285709616e+01	1.886049389223200379e+01	4.330906648987524932e+01	1.165523874757149336e+01	2.189000000000049795e-01	1.499999999999998002e-01	8.598000000000000087e-01	3.000598198543088027e-02	7.101785714285709616e+01	2.831296536110522455e-01	1.880891457890239149e-01	3.102849119771009054e-04	1.537937746151444851e-01	0.000000000000000000e+00
3.760000000000000000e+02	1.920252852933345594e+03	1.794771858523615260e-01	1.661856744808576650e+03	7.445501370313017730e+01	2.216119506544844131e-01	4.794694127272072608e-03	8.610130451070334701e-01	1.848917841182105490e-02	7.100528571428570501e+01	1.884244534088893275e+01	4.328037168450674699e+01	1.163919875322832809e+01	2.221930000000043037e-01	1.499999999999998279e-01	8.594000000000000528e-01	3.003688091435219309e-02	7.100528571428570501e+01	2.832257508353878128e-01	1.908107804651272554e-01	3.453762342373425161e-04	1.584020061119268408e-01	0.000000000000000000e+00
3.770000000000000000e+02	1.925493646967950781e+03	1.761754090082378876e-01	1.668169796167871937e+03	6.886623121276332427e+01	1.983687082179710626e-01	4.298401669543266621e-03	8.605559743792462468e-01	1.850652158409249459e-02	7.099442857142859964e+01	1.882951052892087418e+01	4.325262206579662916e+01	1.162628685097442549e+01	1.988960000000048467e-01	1.499999999999998279e-01	8.589999999999999858e-01	3.006777984327350592e-02	7.099442857142859964e+01	2.833204679204274767e-01	1.707073769868684698e-01	3.431211857996049192e-04	1.692389060042868987e-01	0.000000000000000000e+00
3.780000000000000000e+02	1.931351624623344833e+03	1.717514753944699712e-01	1.674078602976010188e+03	6.628263849844309163e+01	2.042972505277071693e-01	4.438397247826837352e-03	8.600989597870591918e-01	1.853579427329702864e-02	7.098514285714290395e+01	1.882108280998973981e+01	4.322572850334051964e+01	1.161612775207489712e+01	2.048479999999983647e-01	1.499999999999998557e-01	8.586000000000000298e-01	3.009867877219481874e-02	7.098514285714290395e+01	2.834263286379068436e-01	1.757158526662371545e-01	3.943761966365697588e-04	1.689515194816086086e-01	0.000000000000000000e+00
3.790000000000000000e+02	1.937042630783724917e+03	1.669012872438866424e-01	1.679997460664110804e+03	6.807554143889637999e+01	2.604572212589739699e-01	5.676182429244735345e-03	8.596420013250825054e-01	1.857690200419790175e-02	7.097757142857139456e+01	1.881646550729208656e+01	4.319977767751379361e+01	1.160829302007351238e+01	2.611679999999978463e-01	1.499999999999998557e-01	8.581999999999999629e-01	3.012957770111613157e-02	7.097757142857139456e+01	2.835291613840525971e-01	2.238999669426341987e-01	5.507097098049294889e-04	1.631856058155710665e-01	0.000000000000000000e+00
3.800000000000000000e+02	1.941508911032244214e+03	1.629150304544732253e-01	1.686125452131263728e+03	7.142732593273181863e+01	2.335245195983938482e-01	5.107556917927089449e-03	8.591850989879268319e-01	1.862972850905154562e-02	7.097171428571429885e+01	1.881584491983494800e+01	4.317476832705335710e+01	1.160289528940538162e+01	2.341689999999942984e-01	1.499999999999998557e-01	8.578000000000000069e-01	3.016047663003744439e-02	7.097171428571429885e+01	2.836098561883358959e-01	2.006407874872540853e-01	5.349902707850876567e-04	1.534645397035339365e-01	0.000000000000000000e+00
3.810000000000000000e+02	1.946492942507218004e+03	1.585181242128119172e-01	1.692641615421700862e+03	7.124404220121454046e+01	1.686360576556280300e-01	3.708463970997144619e-03	8.587282527702035928e-01	1.869413669897043717e-02	7.096757142857140366e+01	1.881982430286157992e+01	4.315069919049074088e+01	1.160030246812416621e+01	1.691079999999942629e-01	1.499999999999998834e-01	8.574000000000000510e-01	3.019137555895875721e-02	7.096757142857140366e+01	2.836998968344689454e-01	1.448125471446727874e-01	4.267836039437880699e-04	1.708383583156733998e-01	0.000000000000000000e+00
3.820000000000000000e+02	1.953398421484816254e+03	1.529876253213896531e-01	1.698495101780731602e+03	6.813051867746970913e+01	1.790042083056336830e-01	3.965423714029771111e-03	8.582714626665240987e-01	1.876996980702291817e-02	7.096528571428569876e+01	1.882712659719897630e+01	4.312765673186396498e+01	1.159973218438657128e+01	1.795130000000000337e-01	1.499999999999998834e-01	8.569999999999999840e-01	3.022227448788007004e-02	7.096528571428569876e+01	2.838246370280323450e-01	1.536342036859393856e-01	5.045799507169367168e-04	1.566877646607437724e-01	0.000000000000000000e+00
3.830000000000000000e+02	1.959907388733048265e+03	1.491798736166806971e-01	1.704877221036598030e+03	7.351858115114322345e+01	1.701968257561827236e-01	3.802491946902135551e-03	8.578147286715005482e-01	1.885705267977103375e-02	7.096485714285719837e+01	1.883976513151268151e+01	4.310563958139573515e+01	1.160241543846340662e+01	1.706879999999983966e-01	1.499999999999999112e-01	8.566000000000000281e-01	3.025317341680138286e-02	7.096485714285719837e+01	2.839422018307165563e-01	1.459973439067905332e-01	5.303233691984900015e-04	1.545737380562504648e-01	0.000000000000000000e+00
3.840000000000000000e+02	1.966756828409419541e+03	1.478256188935244408e-01	1.711346625300057667e+03	7.136376277044884375e+01	2.203329602579375268e-01	4.947801402180846721e-03	8.573580507797454731e-01	1.895519319180010570e-02	7.096628571428570353e+01	1.885692634210037966e+01	4.308464636908212242e+01	1.160785320233714302e+01	2.209589999999934662e-01	1.499999999999999112e-01	8.561999999999999611e-01	3.028407234572269568e-02	7.096628571428570353e+01	2.840659027668725467e-01	1.889042373292764421e-01	6.640723463846177465e-04	1.656212214314055353e-01	0.000000000000000000e+00
3.850000000000000000e+02	1.972050515910229251e+03	1.491207353023060178e-01	1.717384498897156845e+03	6.676163353318010252e+01	2.244954576880275887e-01	5.060024286329827675e-03	8.569014289858722933e-01	1.906418375651759006e-02	7.096985714285719382e+01	1.887704741411918974e+01	4.306485096029581428e+01	1.161509071453139086e+01	2.251179999999948222e-01	1.499999999999998834e-01	8.558000000000000052e-01	3.031497127464400851e-02	7.096985714285719382e+01	2.841615047996706722e-01	1.923704784937082801e-01	6.257293955407066321e-04	1.755302337806301516e-01	0.000000000000000000e+00
3.860000000000000000e+02	1.977248818725870024e+03	1.519152130866354977e-01	1.723081523155950663e+03	6.640546152426669835e+01	2.339477536576933525e-01	5.294645656568034917e-03	8.564448632844939846e-01	1.918380290608065128e-02	7.097542857142859418e+01	1.890000558360958749e+01	4.304616418689255397e+01	1.162405292624287867e+01	2.345810000000057016e-01	1.499999999999998834e-01	8.554000000000000492e-01	3.034587020356532133e-02	7.097542857142859418e+01	2.842553844670472896e-01	2.003633518970776572e-01	6.012763250218785323e-04	1.674955830301579074e-01	0.000000000000000000e+00
3.870000000000000000e+02	1.982239751401590411e+03	1.555320670401317273e-01	1.729051829846485589e+03	6.725821781122272114e+01	2.487314127708498968e-01	5.653522195755210887e-03	8.559883536702245221e-01	1.931381691370137599e-02	7.098314285714289440e+01	1.892791223754281305e+01	4.302867211606894671e+01	1.163603054575269091e+01	2.493889999999936435e-01	1.499999999999998834e-01	8.549999999999999822e-01	3.037676913248663416e-02	7.098314285714289440e+01	2.843455191565143481e-01	2.129111925237888725e-01	5.889106756544977344e-04	1.734679827039769529e-01	0.000000000000000000e+00
3.880000000000000000e+02	1.986936545347208266e+03	1.593989976720417145e-01	1.734816582421642352e+03	6.722763990235229414e+01	1.837783513602728180e-01	4.199828161298429542e-03	8.555319001376787691e-01	1.945398143269006300e-02	7.099314285714289952e+01	1.895888227651728641e+01	4.301246067083587832e+01	1.164987293294420212e+01	1.842510000000032733e-01	1.499999999999998557e-01	8.546000000000000263e-01	3.040766806140794698e-02	7.099314285714289952e+01	2.844303415723634099e-01	1.572282421434241795e-01	3.955590566628992789e-04	1.676229347902765954e-01	0.000000000000000000e+00
3.890000000000000000e+02	1.993296725848926144e+03	1.648704064910755385e-01	1.740782353163284370e+03	6.594408410321155145e+01	1.866522884903727975e-01	4.294592497520774432e-03	8.550755026814711446e-01	1.960404312832182347e-02	7.100499999999999545e+01	1.899436382553839664e+01	4.299726685952447269e+01	1.166646293337171869e+01	1.871170000000006439e-01	1.499999999999998557e-01	8.541999999999999593e-01	3.043856699032925980e-02	7.100499999999999545e+01	2.845452048762389108e-01	1.596017994075524804e-01	3.589677123321716764e-04	1.814880435211062015e-01	0.000000000000000000e+00
3.900000000000000000e+02	1.999562319367996906e+03	1.700812483655096963e-01	1.746292358013183502e+03	6.599482770446493873e+01	1.508850978325352310e-01	3.500541604792736967e-03	8.546191612962175110e-01	1.976374128082373713e-02	7.101914285714289576e+01	1.903150440888682837e+01	4.298335510419667571e+01	1.168406240517721351e+01	1.512469999999979109e-01	1.499999999999998279e-01	8.538000000000000034e-01	3.046946591925057263e-02	7.101914285714289576e+01	2.846583618262298887e-01	1.289492957617389968e-01	2.553668120298724690e-04	1.681354008278845569e-01	0.000000000000000000e+00
3.910000000000000000e+02	2.007317305497178268e+03	1.757602865602218289e-01	1.752239945463988533e+03	7.207363043589610641e+01	2.035247188593241330e-01	4.762992971692624547e-03	8.541628759765332868e-01	1.993280934034747862e-02	7.103514285714290111e+01	1.907515340470077447e+01	4.297045648707927512e+01	1.170562892531940946e+01	2.039950000000061436e-01	1.499999999999998279e-01	8.534000000000000474e-01	3.050036484817188545e-02	7.103514285714290111e+01	2.847984208601708200e-01	1.738432591931956817e-01	3.047250231945011095e-04	1.546430357714456416e-01	0.000000000000000000e+00
3.920000000000000000e+02	2.013069613666278428e+03	1.791518104733953176e-01	1.758706450696580760e+03	6.993049054279047994e+01	2.235584077072113596e-01	5.271505622471564859e-03	8.537066467170345563e-01	2.011097641758420249e-02	7.105299999999999727e+01	1.912445564135475706e+01	4.295856963616995472e+01	1.173064034998690808e+01	2.240589999999968995e-01	1.499999999999998279e-01	8.529999999999999805e-01	3.053126377709319828e-02	7.105299999999999727e+01	2.849023128070345967e-01	1.908532985891230604e-01	3.033710714334852455e-04	1.769385785544263789e-01	0.000000000000000000e+00
3.930000000000000000e+02	2.018309240161562911e+03	1.814699220942854185e-01	1.764358129421310650e+03	6.799135830246557077e+01	2.193309678437243004e-01	5.211602227177395893e-03	8.532504735123386252e-01	2.029796869657235145e-02	7.107257142857139343e+01	1.910494913896026503e+01	4.294760721600357556e+01	1.171356758170393597e+01	2.198070000000029722e-01	1.499999999999998002e-01	8.526000000000000245e-01	3.056216270601451110e-02	7.107257142857139343e+01	2.849924507342322944e-01	1.871442521685772742e-01	2.755564922159842688e-04	1.641594251883904121e-01	0.000000000000000000e+00
3.940000000000000000e+02	2.023652711779912124e+03	1.829940920145509686e-01	1.770449768685107983e+03	7.383168067116451994e+01	1.923039330475266873e-01	4.609285491808760675e-03	8.527943563570624663e-01	2.049351075913435904e-02	7.109371428571429874e+01	1.908698272702790888e+01	4.293751073761967518e+01	1.169676592037714258e+01	1.927069999999986294e-01	1.499999999999998002e-01	8.521999999999999575e-01	3.059306163493582392e-02	7.109371428571429874e+01	2.850815445822019734e-01	1.639957088081971659e-01	2.301658752419068123e-04	1.499793559733337001e-01	0.000000000000000000e+00
3.950000000000000000e+02	2.029750432307280107e+03	1.836613536268132951e-01	1.777117352990362633e+03	8.110703272528009222e+01	2.249530476636499576e-01	5.440512083777662537e-03	8.523382952458236073e-01	2.069732681316336503e-02	7.111614285714290418e+01	1.907079839819065370e+01	4.292818810444242672e+01	1.168065758210724603e+01	2.254080000000016071e-01	1.499999999999997724e-01	8.518000000000000016e-01	3.062396056385713675e-02	7.111614285714290418e+01	2.851832152189281433e-01	1.917360971559879113e-01	2.683106174680740781e-04	1.390356341483551528e-01	0.000000000000000000e+00
3.960000000000000000e+02	2.034965934316723860e+03	1.833076425355232020e-01	1.784309753745214948e+03	7.566275915064004209e+01	1.755754956903965991e-01	4.288338128953492895e-03	8.518822901732403530e-01	2.090914181959028714e-02	7.113942857142859566e+01	1.905786164052540244e+01	4.291937661835851259e+01	1.166658879782112201e+01	1.759169999999983247e-01	1.499999999999997724e-01	8.514000000000000457e-01	3.065485949277844957e-02	7.113942857142859566e+01	2.852701768350885403e-01	1.495696553670369522e-01	2.185408732341799303e-04	1.675468740537061907e-01	0.000000000000000000e+00
3.970000000000000000e+02	2.041651782442442027e+03	1.816388877271762070e-01	1.790278232749361905e+03	6.733169757973783476e+01	1.765628848046009725e-01	4.362276891307928506e-03	8.514263411339312304e-01	2.112868251524072094e-02	7.116385714285719644e+01	1.905162993164800866e+01	4.291124967300100934e+01	1.165665976915077273e+01	1.768909999999976890e-01	1.499999999999997724e-01	8.509999999999999787e-01	3.068575842169976239e-02	7.116385714285719644e+01	2.853816558462387021e-01	1.503302909892332007e-01	2.397289692662821236e-04	1.749327043744964005e-01	0.000000000000000000e+00
3.980000000000000000e+02	2.048303801762165222e+03	1.787199744608223839e-01	1.795994716717157871e+03	6.685849754533174405e+01	2.242905279816493347e-01	5.600587806538503272e-03	8.509704481225154327e-01	2.135567833090282544e-02	7.118842857142860225e+01	1.904877842329271687e+01	4.290319673350256835e+01	1.164883897165412741e+01	2.246899999999953934e-01	1.499999999999997446e-01	8.506000000000000227e-01	3.071665735062107522e-02	7.118842857142860225e+01	2.854925731404529543e-01	1.908646111061797213e-01	3.376539821725821843e-04	1.705623440161466997e-01	0.000000000000000000e+00
3.990000000000000000e+02	2.053543117705567965e+03	1.756096141170905289e-01	1.801857675541793469e+03	6.902422986512543446e+01	1.693667604069540866e-01	4.276784598575627053e-03	8.505146111336122638e-01	2.158986220575044926e-02	7.121342857142859373e+01	1.904873480698750043e+01	4.289539169799809315e+01	1.164277692123811114e+01	1.696550000000058844e-01	1.499999999999997446e-01	8.501999999999999558e-01	3.074755627954238804e-02	7.121342857142859373e+01	2.855799357184347631e-01	1.440489043664802404e-01	2.854853843035978778e-04	1.660944533006634138e-01	0.000000000000000000e+00
4.000000000000000000e+02	2.060485204522527511e+03	1.705881709534734503e-01	1.807878346191100491e+03	6.733922591359383603e+01	1.791168951959035138e-01	4.581213808201776982e-03	8.500588301618420273e-01	2.183097130079522663e-02	7.123842857142859941e+01	1.905163864737107460e+01	4.288757324406873295e+01	1.163855352899546247e+01	1.794060000000001764e-01	1.499999999999997169e-01	8.497999999999999998e-01	3.077845520846370087e-02	7.123842857142859941e+01	2.856956925949453163e-01	1.522598983924509930e-01	3.412400691232041552e-04	1.763498282814343343e-01	0.000000000000000000e+00
4.010000000000000000e+02	2.067052922027648037e+03	1.652036583603788134e-01	1.813548893249440198e+03	6.468993334287044661e+01	2.113425521969817533e-01	5.469531067242962633e-03	8.496031052018248042e-01	2.207874761528161658e-02	7.126285714285710071e+01	1.905745531769590784e+01	4.287939367416970526e+01	1.163614216166277338e+01	2.116670000000056007e-01	1.499999999999997169e-01	8.494000000000000439e-01	3.080935413738501369e-02	7.126285714285710071e+01	2.858052094272479637e-01	1.795572886078344310e-01	4.486205842031934683e-04	1.764835593297649774e-01	0.000000000000000000e+00
4.020000000000000000e+02	2.072622175204466203e+03	1.604593011331629238e-01	1.819215143430463968e+03	7.030775037581925346e+01	2.071820913318152269e-01	5.422014883051968527e-03	8.491474362481817861e-01	2.233293851090560958e-02	7.128671428571429658e+01	1.906593730229316463e+01	4.287085354042352492e+01	1.163538983383549841e+01	2.074850000000054706e-01	1.499999999999996891e-01	8.489999999999999769e-01	3.084025306630632651e-02	7.128671428571429658e+01	2.858980780815686407e-01	1.759281416909475593e-01	4.842991856425077064e-04	1.577579636656624706e-01	0.000000000000000000e+00
4.030000000000000000e+02	2.078306314139763344e+03	1.558248222261564286e-01	1.825553967644240629e+03	6.989597340109955326e+01	2.077605768234838390e-01	5.499820760946227786e-03	8.486918232955342756e-01	2.259329714945182074e-02	7.130957142857140241e+01	1.907765146532148393e+01	4.286169289467187582e+01	1.163663530119536382e+01	2.080490000000025930e-01	1.499999999999996891e-01	8.486000000000000210e-01	3.087115199522763934e-02	7.130957142857140241e+01	2.859928632024725248e-01	1.763247027532544309e-01	5.321156838730801237e-04	1.691177625551259778e-01	0.000000000000000000e+00
4.040000000000000000e+02	2.083977669227197566e+03	1.518849223982849939e-01	1.831467007084281931e+03	7.005424250793680585e+01	2.340363849279851749e-01	6.263762628289715369e-03	8.482362663385043522e-01	2.285958284993104203e-02	7.133142857142860294e+01	1.909192094339580592e+01	4.285191270093827143e+01	1.163946532302766634e+01	2.343450000000046884e-01	1.499999999999996891e-01	8.481999999999999540e-01	3.090205092414895216e-02	7.133142857142860294e+01	2.860874359276397438e-01	1.985181493386751483e-01	6.508258581226776833e-04	1.634433703433448570e-01	0.000000000000000000e+00
4.050000000000000000e+02	2.089014992027814515e+03	1.494269181773318911e-01	1.837585334171512841e+03	6.755096300414207633e+01	2.128948957905203998e-01	5.760874038619531214e-03	8.477891156269270478e-01	2.305441769784252748e-02	7.135185714285709935e+01	1.910919879428758961e+01	4.284125369762938362e+01	1.164414941679182469e+01	2.131609999999994898e-01	1.499999999999996614e-01	8.477999999999999980e-01	3.093232151136157335e-02	7.135185714285709935e+01	2.861714361825170028e-01	1.804899754237320741e-01	6.353158122410451593e-04	1.758408246972635869e-01	0.000000000000000000e+00
4.060000000000000000e+02	2.094555465938636189e+03	1.483853722064539249e-01	1.843272295670480162e+03	6.524692668903186643e+01	1.933775928180045123e-01	5.259138628422162405e-03	8.473947081943182802e-01	2.276898197777426844e-02	7.137085714285710480e+01	1.912821014561379229e+01	4.282972733263846976e+01	1.164990815670278934e+01	1.936019999999984975e-01	1.499999999999996891e-01	8.474000000000000421e-01	3.095862485597736594e-02	7.137085714285710480e+01	2.862638279770561844e-01	1.638671488373326379e-01	5.881045061938779302e-04	1.723233323819354235e-01	0.000000000000000000e+00
4.070000000000000000e+02	2.100657970358192870e+03	1.495187922663752111e-01	1.849075340366619230e+03	7.151613350410690373e+01	2.016314741693870372e-01	5.415199203944864349e-03	8.470002955236395348e-01	2.249148465707441480e-02	7.138814285714289554e+01	1.915007785307101429e+01	4.281722526783886451e+01	1.165738346995224717e+01	2.018400000000042382e-01	1.499999999999997446e-01	8.469999999999999751e-01	3.098492820059315853e-02	7.138814285714289554e+01	2.863656018413263116e-01	1.707819182083379073e-01	5.630704862391903379e-04	1.587132328046421126e-01	0.000000000000000000e+00
4.080000000000000000e+02	2.106513391180788858e+03	1.526391478542937219e-01	1.855376012228245827e+03	6.732623544633432289e+01	1.597131737534718821e-01	4.231469859102738457e-03	8.466058776148387421e-01	2.222219157549691626e-02	7.140385714285710606e+01	1.917598223551940251e+01	4.280383571440518153e+01	1.166728183991697776e+01	1.598560000000048831e-01	1.499999999999998279e-01	8.466000000000000192e-01	3.101123154520895459e-02	7.140385714285710606e+01	2.864632679570890961e-01	1.352141116322092829e-01	4.027484005298447782e-04	1.766474336577397719e-01	0.000000000000000000e+00
4.090000000000000000e+02	2.113909068953831138e+03	1.583151882687247602e-01	1.861037005876970625e+03	6.745078149476620410e+01	1.990160469997559189e-01	5.203045647947471611e-03	8.462114544678639438e-01	2.196137264107025228e-02	7.141785714285710185e+01	1.920235498904388649e+01	4.278947358264082368e+01	1.167743938705374873e+01	1.991660000000052833e-01	1.499999999999998834e-01	8.461999999999999522e-01	3.103753488982474718e-02	7.141785714285710185e+01	2.865866430117235963e-01	1.684096585941082247e-01	4.494289510040821588e-04	1.673968452571197307e-01	0.000000000000000000e+00
4.100000000000000000e+02	2.119846970665336357e+03	1.634954757669154768e-01	1.867010834108106110e+03	6.861116976422414382e+01	1.846149580859992867e-01	4.769193951055825803e-03	8.458170260826635145e-01	2.170930104537346222e-02	7.142985714285710230e+01	1.923233402914197043e+01	4.277396745258693045e+01	1.168974421219121851e+01	1.847300000000018372e-01	1.499999999999999667e-01	8.457999999999999963e-01	3.106383823444053977e-02	7.142985714285710230e+01	2.866857139649343078e-01	1.561504748186754998e-01	3.741127978972128313e-04	1.592015956151433542e-01	0.000000000000000000e+00
